concept_id;education_id
1082;2
1083;2
1084;2
1085;2
1086;2
1087;2
1088;2
1089;2
1090;2
1091;2
1092;2
1093;2
1094;2
1095;2
1096;1
1097;2
1098;2
1099;2
1100;1
1101;1
1102;2
1103;1
1104;1
1105;2
1106;1
1107;2
1108;2
1109;1
1110;2
1111;2
1112;2
1113;2
1114;2
1115;2
1116;2
1117;1
1118;1
1119;2
1120;1
1121;2
1122;2
1123;2
1124;1
1125;1
1126;1
1127;1
1128;2
1129;2
1130;2
1131;1
1132;2
1133;2
1134;1
1135;1
1136;2
1137;2
1138;2
1139;2
1140;2
1141;1
1142;2
1143;2
1144;2
1145;2
1146;1
1147;2
1148;2
1149;1
1150;2
1151;1
1152;2
1153;2
1154;1
1155;2
1156;2
1157;2
1158;1
1159;2
1160;2
1161;2
1162;2
1163;2
1164;2
1165;1
1166;1
1167;2
1168;2
1169;2
1170;2
1171;2
1172;1
1173;2
1174;2
1175;2
1176;2
1177;2
1178;2
1179;2
1180;2
1181;2
1182;2
1183;1
1184;2
1185;2
1186;2
1187;1
1188;1
1189;2
1190;1
1191;2
1192;2
1193;2
1195;2
1196;2
1197;2
1198;1
1199;2
1200;2
1201;2
1202;2
1203;1
1204;1
1205;2
1206;2
1207;2
1208;2
1209;2
1210;1
1211;2
1212;2
1213;2
1214;2
1215;2
1216;2
1217;2
1218;2
1219;2
1220;2
1221;2
1222;2
1223;2
1224;2
1225;1
1226;2
1227;2
1228;2
1229;2
1230;1
1231;2
1232;1
1233;2
1234;2
1235;2
1236;2
1237;2
1238;2
1239;1
1240;2
1241;2
1242;2
1243;2
1244;2
1245;2
1246;2
1247;2
1248;2
1249;2
1250;2
1251;2
1252;2
1253;2
1254;2
1255;2
1256;2
1257;2
1258;2
1259;2
1260;1
1261;1
1262;2
1263;2
1264;2
1265;2
1266;2
1267;2
1268;2
1269;2
1270;2
1271;1
1272;2
1273;2
1274;2
1275;2
1276;2
1277;2
1278;2
1279;2
1280;2
1281;2
1282;2
1283;2
1284;2
1285;2
1286;2
1287;2
1288;2
1289;2
1290;2
1291;2
1292;2
1293;2
1294;1
1295;2
1296;2
1297;1
1298;1
1299;2
1300;2
1301;2
1302;1
1303;1
1304;2
1305;2
1306;1
1307;2
1308;2
1309;2
1310;1
1311;1
1312;2
1313;2
1314;2
1315;2
1316;1
1317;2
1318;2
1319;2
1320;2
1321;2
1322;2
1323;2
1324;2
1325;1
1326;2
1327;1
1328;2
1329;2
1330;2
1331;1
1332;2
1333;1
1334;2
1335;2
1336;2
1337;2
1338;1
1339;2
1340;1
1341;2
1342;2
1343;2
1344;2
1345;2
1346;2
1347;2
1348;1
1349;1
1350;2
1351;1
1352;1
1353;1
1354;1
1355;1
1356;1
1357;2
1358;1
1359;1
1360;2
1361;2
1362;1
1363;2
1364;2
1365;2
1366;2
1367;2
1368;1
1369;1
1370;1
1371;1
1372;1
1373;2
1374;1
1375;1
1376;2
1377;1
1378;2
1379;1
1380;1
1381;1
1382;2
1383;2
1384;2
1385;2
1386;2
1387;2
1388;2
1389;2
1390;2
1391;1
1392;2
1393;2
1394;1
1395;2
1396;1
1397;2
1398;2
1399;2
1400;1
1401;1
1402;2
1403;2
1404;1
1405;2
1406;1
1407;2
1408;2
1409;1
1410;1
1411;2
1412;2
1413;1
1414;2
1415;2
1416;1
1417;2
1418;2
1419;1
1420;1
1421;1
1422;2
1423;2
1424;2
1425;2
1426;1
1427;1
1428;2
1429;2
1430;1
1431;2
1432;2
1433;2
1434;1
1435;2
1436;2
1437;2
1438;2
1439;2
1440;2
1441;2
1442;2
1443;2
1444;2
1446;1
1448;1
1449;2
1450;1
1451;1
1452;1
1453;2
1454;2
1455;1
1456;1
1457;2
1458;3
1459;3
1460;3
1461;3
1469;2
1462;2
1463;2
1464;2
1465;2
1466;2
1467;2
1468;2
